SupplierName,SupplierTransactionID,SupplierID,PurchaseOrderID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,FinalizationDate
"Fabrikam, Inc.",195999,4,1265,1510,2/5/2015,921816,138272.4,2/9/2015
"Litware, Inc.",196003,7,1266,2481,2/5/2015,377170.9,56575.64,2/9/2015
"Fabrikam, Inc.",196261,4,1267,7489,2/6/2015,921756,138263.4,2/9/2015
"Litware, Inc.",196265,7,1268,1741,2/6/2015,377086.6,56562.99,2/9/2015
"Fabrikam, Inc.",196639,4,1269,6013,2/9/2015,922176,138326.4,2/9/2015
"Litware, Inc.",196643,7,1270,418,2/9/2015,376697.3,56504.6,2/9/2015
"Litware, Inc.",196647,7,1271,350,2/9/2015,796.8,119.52,2/9/2015
"Fabrikam, Inc.",197009,4,1272,2295,2/10/2015,923130,138469.5,2/16/2015
"Litware, Inc.",197013,7,1273,6023,2/10/2015,377567.4,56635.11,2/16/2015
"Fabrikam, Inc.",197417,4,1274,5566,2/11/2015,925488,138823.2,2/16/2015
"Litware, Inc.",197421,7,1275,8281,2/11/2015,377761,56664.15,2/16/2015
"Fabrikam, Inc.",197768,4,1276,6204,2/12/2015,926412,138961.8,2/16/2015
"Litware, Inc.",197772,7,1277,9143,2/12/2015,378792.1,56818.82,2/16/2015
"Fabrikam, Inc.",198268,4,1278,1812,2/13/2015,932232,139834.8,2/16/2015
"Litware, Inc.",198272,7,1279,4383,2/13/2015,379538,56930.7,2/16/2015
"Fabrikam, Inc.",198716,4,1280,3349,2/16/2015,931380,139707,2/16/2015
"Litware, Inc.",198720,7,1281,3136,2/16/2015,379596.2,56939.43,2/16/2015
"Fabrikam, Inc.",198725,4,1282,9230,2/16/2015,1788,268.2,2/16/2015
"Litware, Inc.",198727,7,1283,2389,2/16/2015,1360,204,2/16/2015
"Fabrikam, Inc.",199057,4,1284,453,2/17/2015,933276,139991.4,2/23/2015
"Litware, Inc.",199061,7,1285,3047,2/17/2015,381025.5,57153.83,2/23/2015
"Fabrikam, Inc.",199364,4,1286,5687,2/18/2015,933048,139957.2,2/23/2015
"Litware, Inc.",199368,7,1287,5710,2/18/2015,381036.2,57155.43,2/23/2015
"Fabrikam, Inc.",199687,4,1288,319,2/19/2015,933084,139962.6,2/23/2015
"Litware, Inc.",199691,7,1289,6011,2/19/2015,381162.5,57174.38,2/23/2015
"Fabrikam, Inc.",200049,4,1290,8003,2/20/2015,933060,139959,2/23/2015
"Litware, Inc.",200053,7,1291,2620,2/20/2015,381436.8,57215.52,2/23/2015
"Fabrikam, Inc.",200490,4,1292,9240,2/23/2015,932964,139944.6,2/23/2015
"Litware, Inc.",200494,7,1293,6505,2/23/2015,383420,57513,2/23/2015
"Fabrikam, Inc.",200498,4,1294,8905,2/23/2015,2328,349.2,2/23/2015
"Fabrikam, Inc.",200980,4,1295,5117,2/24/2015,940422,141063.3,3/2/2015
"Litware, Inc.",200984,7,1296,1783,2/24/2015,383151.4,57472.71,3/2/2015
"Fabrikam, Inc.",201517,4,1297,4888,2/25/2015,941082,141162.3,3/2/2015
"Litware, Inc.",201521,7,1298,5256,2/25/2015,386225.9,57933.89,3/2/2015
"Fabrikam, Inc.",201885,4,1299,4733,2/26/2015,943716,141557.4,3/2/2015
"Litware, Inc.",201889,7,1300,6801,2/26/2015,386399.3,57959.9,3/2/2015
"Fabrikam, Inc.",202145,4,1301,1390,2/27/2015,944538,141680.7,3/2/2015
"Litware, Inc.",202149,7,1302,5745,2/27/2015,386520,57978,3/2/2015
"Fabrikam, Inc.",202917,4,1303,767,3/2/2015,949026,142353.9,3/2/2015
"Litware, Inc.",202921,7,1304,4337,3/2/2015,390331.1,58549.67,3/2/2015
"Fabrikam, Inc.",202925,4,1305,7325,3/2/2015,1644,246.6,3/2/2015
"Litware, Inc.",202928,7,1306,8849,3/2/2015,687.2,103.08,3/2/2015
"Fabrikam, Inc.",203105,4,1307,5935,3/3/2015,951360,142704,3/9/2015
"Litware, Inc.",203109,7,1308,5089,3/3/2015,390086.2,58512.93,3/9/2015
"Fabrikam, Inc.",203524,4,1309,8588,3/4/2015,954588,143188.2,3/9/2015
"Litware, Inc.",203528,7,1310,7587,3/4/2015,393096.9,58964.54,3/9/2015
"Fabrikam, Inc.",203856,4,1311,3942,3/5/2015,956544,143481.6,3/9/2015
"Litware, Inc.",203860,7,1312,8636,3/5/2015,394202.6,59130.39,3/9/2015
"Fabrikam, Inc.",204233,4,1313,6598,3/6/2015,959238,143885.7,3/9/2015
"Litware, Inc.",204237,7,1314,7323,3/6/2015,393785.8,59067.87,3/9/2015
"Fabrikam, Inc.",204726,4,1315,1092,3/9/2015,960930,144139.5,3/9/2015
"Litware, Inc.",204730,7,1316,3345,3/9/2015,393436.7,59015.51,3/9/2015
"Fabrikam, Inc.",204734,4,1317,3139,3/9/2015,1212,181.8,3/9/2015
"Litware, Inc.",204736,7,1318,5894,3/9/2015,422.4,63.36,3/9/2015
"Fabrikam, Inc.",204988,4,1319,8868,3/10/2015,962478,144371.7,3/16/2015
"Litware, Inc.",204992,7,1320,5443,3/10/2015,392757.2,58913.58,3/16/2015
"Fabrikam, Inc.",205440,4,1321,4201,3/11/2015,963918,144587.7,3/16/2015
"Litware, Inc.",205444,7,1322,1073,3/11/2015,392313.1,58846.97,3/16/2015
"Fabrikam, Inc.",205969,4,1323,2708,3/12/2015,966264,144939.6,3/16/2015
"Litware, Inc.",205973,7,1324,505,3/12/2015,394979.9,59246.99,3/16/2015
"Fabrikam, Inc.",206365,4,1325,8845,3/13/2015,965610,144841.5,3/16/2015
"Litware, Inc.",206369,7,1326,693,3/13/2015,395493.3,59324,3/16/2015
"Fabrikam, Inc.",206964,4,1327,7379,3/16/2015,964986,144747.9,3/16/2015
"Litware, Inc.",206968,7,1328,818,3/16/2015,397248.4,59587.26,3/16/2015
"Fabrikam, Inc.",206972,4,1329,2430,3/16/2015,1608,241.2,3/16/2015
"Litware, Inc.",206974,7,1330,9657,3/16/2015,384,57.6,3/16/2015
"Fabrikam, Inc.",207375,4,1331,8397,3/17/2015,968736,145310.4,3/23/2015
"Litware, Inc.",207379,7,1332,3035,3/17/2015,396535.6,59480.34,3/23/2015
"Fabrikam, Inc.",207656,4,1333,9248,3/18/2015,968856,145328.4,3/23/2015
"Litware, Inc.",207660,7,1334,8519,3/18/2015,397336,59600.4,3/23/2015
"Fabrikam, Inc.",207853,4,1335,5979,3/19/2015,969510,145426.5,3/23/2015
"Litware, Inc.",207857,7,1336,3903,3/19/2015,397339.6,59600.94,3/23/2015
"Fabrikam, Inc.",208264,4,1337,8294,3/20/2015,972924,145938.6,3/23/2015
"Litware, Inc.",208268,7,1338,1698,3/20/2015,397562.5,59634.38,3/23/2015
"Fabrikam, Inc.",208729,4,1339,1153,3/23/2015,973872,146080.8,3/23/2015
"Litware, Inc.",208733,7,1340,5968,3/23/2015,398547.7,59782.16,3/23/2015
"Fabrikam, Inc.",208736,4,1341,7175,3/23/2015,1848,277.2,3/23/2015
"Litware, Inc.",208740,7,1342,553,3/23/2015,1118.6,167.79,3/23/2015
"Fabrikam, Inc.",209069,4,1343,7339,3/24/2015,977664,146649.6,3/30/2015
"Litware, Inc.",209073,7,1344,8962,3/24/2015,402046,60306.9,3/30/2015
"Fabrikam, Inc.",209570,4,1345,938,3/25/2015,979428,146914.2,3/30/2015
"Litware, Inc.",209574,7,1346,8074,3/25/2015,403839.5,60575.93,3/30/2015
"Fabrikam, Inc.",210037,4,1347,181,3/26/2015,983166,147474.9,3/30/2015
"Litware, Inc.",210041,7,1348,1084,3/26/2015,404821,60723.15,3/30/2015
"Fabrikam, Inc.",210284,4,1349,8417,3/27/2015,983202,147480.3,3/30/2015
"Litware, Inc.",210288,7,1350,1601,3/27/2015,404309.2,60646.38,3/30/2015
"Fabrikam, Inc.",211031,4,1351,2679,3/30/2015,984402,147660.3,3/30/2015
"Litware, Inc.",211035,7,1352,2615,3/30/2015,404418.9,60662.84,3/30/2015
"Fabrikam, Inc.",211039,4,1353,7371,3/30/2015,3126,468.9,3/30/2015
"Litware, Inc.",211041,7,1354,9273,3/30/2015,3400,510,3/30/2015
"Fabrikam, Inc.",211363,4,1355,9572,3/31/2015,985980,147897,4/6/2015
"Litware, Inc.",211367,7,1356,5378,3/31/2015,407841,61176.15,4/6/2015
"Fabrikam, Inc.",211591,4,1357,6480,4/1/2015,985014,147752.1,4/6/2015
"Litware, Inc.",211595,7,1358,1782,4/1/2015,407281.7,61092.26,4/6/2015
"Fabrikam, Inc.",211794,4,1359,6543,4/2/2015,983958,147593.7,4/6/2015
"Litware, Inc.",211798,7,1360,2276,4/2/2015,406722.4,61008.36,4/6/2015
"Fabrikam, Inc.",212208,4,1361,4736,4/3/2015,986496,147974.4,4/6/2015
"Litware, Inc.",212212,7,1362,3081,4/3/2015,407120.8,61068.12,4/6/2015
"Fabrikam, Inc.",212987,4,1363,8253,4/6/2015,988608,148291.2,4/6/2015
"Litware, Inc.",212991,7,1364,8946,4/6/2015,408124.2,61218.63,4/6/2015
"Fabrikam, Inc.",212996,4,1365,1404,4/6/2015,2532,379.8,4/6/2015
"Litware, Inc.",212998,7,1366,9337,4/6/2015,537.6,80.64,4/6/2015
"Fabrikam, Inc.",213359,4,1367,9788,4/7/2015,991032,148654.8,4/13/2015
"Litware, Inc.",213363,7,1368,7893,4/7/2015,407910.6,61186.59,4/13/2015
"Fabrikam, Inc.",213747,4,1369,8697,4/8/2015,994914,149237.1,4/13/2015
"Litware, Inc.",213751,7,1370,6631,4/8/2015,408725.8,61308.87,4/13/2015
"Fabrikam, Inc.",214083,4,1371,3120,4/9/2015,995670,149350.5,4/13/2015
"Litware, Inc.",214087,7,1372,7493,4/9/2015,410890.2,61633.53,4/13/2015
"Fabrikam, Inc.",214491,4,1373,7094,4/10/2015,998802,149820.3,4/13/2015
"Litware, Inc.",214495,7,1374,4951,4/10/2015,412621.4,61893.21,4/13/2015
"Fabrikam, Inc.",215220,4,1375,4837,4/13/2015,999258,149888.7,4/13/2015
"Litware, Inc.",215224,7,1376,9037,4/13/2015,414156.8,62123.52,4/13/2015
"Fabrikam, Inc.",215228,4,1377,8866,4/13/2015,2268,340.2,4/13/2015
"Litware, Inc.",215231,7,1378,4834,4/13/2015,1195.6,179.34,4/13/2015
"Fabrikam, Inc.",215547,4,1379,1694,4/14/2015,1001610,150241.5,4/20/2015
"Litware, Inc.",215551,7,1380,683,4/14/2015,415318,62297.7,4/20/2015
"Fabrikam, Inc.",216075,4,1381,6275,4/15/2015,1003086,150462.9,4/20/2015
"Litware, Inc.",216079,7,1382,372,4/15/2015,416321.2,62448.18,4/20/2015
"Fabrikam, Inc.",216542,4,1383,8080,4/16/2015,1004334,150650.1,4/20/2015
"Litware, Inc.",216546,7,1384,4547,4/16/2015,416412.7,62461.91,4/20/2015
"Fabrikam, Inc.",216994,4,1385,7822,4/17/2015,1006764,151014.6,4/20/2015
"Litware, Inc.",216998,7,1386,5669,4/17/2015,417164.1,62574.62,4/20/2015
"Fabrikam, Inc.",217376,4,1387,4322,4/20/2015,1006596,150989.4,4/20/2015
"Litware, Inc.",217380,7,1388,2977,4/20/2015,419072.3,62860.85,4/20/2015
"Fabrikam, Inc.",217383,4,1389,3383,4/20/2015,1284,192.6,4/20/2015
"Fabrikam, Inc.",217670,4,1390,953,4/21/2015,1008696,151304.4,4/27/2015
"Litware, Inc.",217674,7,1391,4705,4/21/2015,420908.9,63136.34,4/27/2015
"Fabrikam, Inc.",218172,4,1392,4257,4/22/2015,1010304,151545.6,4/27/2015
"Litware, Inc.",218176,7,1393,6011,4/22/2015,423425.9,63513.89,4/27/2015
"Fabrikam, Inc.",218504,4,1394,2455,4/23/2015,1012596,151889.4,4/27/2015
"Litware, Inc.",218508,7,1395,684,4/23/2015,423097,63464.55,4/27/2015
"Fabrikam, Inc.",218977,4,1396,2211,4/24/2015,1017696,152654.4,4/27/2015
"Litware, Inc.",218981,7,1397,5923,4/24/2015,425835.3,63875.3,4/27/2015
"Fabrikam, Inc.",219551,4,1398,1089,4/27/2015,1018728,152809.2,4/27/2015
"Litware, Inc.",219555,7,1399,7429,4/27/2015,427319.6,64097.94,4/27/2015
"Fabrikam, Inc.",219557,4,1400,8951,4/27/2015,168,25.2,4/27/2015
"Litware, Inc.",219559,7,1401,8902,4/27/2015,192,28.8,4/27/2015
"Fabrikam, Inc.",219914,4,1402,5531,4/28/2015,1019160,152874,5/4/2015
"Litware, Inc.",219918,7,1403,5379,4/28/2015,427212,64081.8,5/4/2015
"Fabrikam, Inc.",220295,4,1404,9229,4/29/2015,1018836,152825.4,5/4/2015
"Litware, Inc.",220299,7,1405,6585,4/29/2015,431193.5,64679.03,5/4/2015
"Fabrikam, Inc.",220759,4,1406,8152,4/30/2015,1020990,153148.5,5/4/2015
"Litware, Inc.",220763,7,1407,5822,4/30/2015,432888.2,64933.23,5/4/2015
"Fabrikam, Inc.",221198,4,1408,7108,5/1/2015,1025202,153780.3,5/4/2015
"Litware, Inc.",221202,7,1409,1722,5/1/2015,433195.2,64979.28,5/4/2015
"Fabrikam, Inc.",221863,4,1410,1895,5/4/2015,1026762,154014.3,5/4/2015
"Litware, Inc.",221867,7,1411,8605,5/4/2015,432943.1,64941.47,5/4/2015
"Fabrikam, Inc.",222207,4,1412,2041,5/5/2015,1027956,154193.4,5/11/2015
"Litware, Inc.",222211,7,1413,3351,5/5/2015,437022.5,65553.38,5/11/2015
"Fabrikam, Inc.",222692,4,1414,2098,5/6/2015,1030350,154552.5,5/11/2015
"Litware, Inc.",222696,7,1415,1937,5/6/2015,438983.8,65847.57,5/11/2015
"Fabrikam, Inc.",222968,4,1416,8394,5/7/2015,1031754,154763.1,5/11/2015
"Litware, Inc.",222972,7,1417,469,5/7/2015,439614.5,65942.18,5/11/2015
"Fabrikam, Inc.",223250,4,1418,4001,5/8/2015,1034880,155232,5/11/2015
"Litware, Inc.",223254,7,1419,8272,5/8/2015,440255.8,66038.37,5/11/2015
"Fabrikam, Inc.",223890,4,1420,2656,5/11/2015,1034268,155140.2,5/11/2015
"Litware, Inc.",223894,7,1421,4577,5/11/2015,440599,66089.85,5/11/2015
"Fabrikam, Inc.",223899,4,1422,6648,5/11/2015,2538,380.7,5/11/2015
"Litware, Inc.",223901,7,1423,2209,5/11/2015,665,99.75,5/11/2015
"Fabrikam, Inc.",224092,4,1424,7553,5/12/2015,1037370,155605.5,5/18/2015
"Litware, Inc.",224096,7,1425,2280,5/12/2015,440216.7,66032.51,5/18/2015
"Fabrikam, Inc.",224509,4,1426,1850,5/13/2015,1038810,155821.5,5/18/2015
"Litware, Inc.",224513,7,1427,2651,5/13/2015,441009.9,66151.49,5/18/2015
"Fabrikam, Inc.",224734,4,1428,1884,5/14/2015,1037646,155646.9,5/18/2015
"Litware, Inc.",224738,7,1429,1066,5/14/2015,442468.3,66370.25,5/18/2015
"Fabrikam, Inc.",225144,4,1430,9947,5/15/2015,1039320,155898,5/18/2015
"Litware, Inc.",225148,7,1431,775,5/15/2015,443082.3,66462.35,5/18/2015
"Fabrikam, Inc.",225776,4,1432,4674,5/18/2015,1042104,156315.6,5/18/2015
"Litware, Inc.",225780,7,1433,9155,5/18/2015,445583,66837.45,5/18/2015
"Fabrikam, Inc.",225786,4,1434,1194,5/18/2015,4314,647.1,5/18/2015
"Litware, Inc.",225790,7,1435,7879,5/18/2015,1553.6,233.04,5/18/2015
"Fabrikam, Inc.",226131,4,1436,6773,5/19/2015,1049022,157353.3,5/25/2015
"Litware, Inc.",226135,7,1437,875,5/19/2015,447597.3,67139.6,5/25/2015
"Fabrikam, Inc.",226428,4,1438,7552,5/20/2015,1048362,157254.3,5/25/2015
"Litware, Inc.",226432,7,1439,8924,5/20/2015,447230,67084.5,5/25/2015
"Fabrikam, Inc.",226847,4,1440,2096,5/21/2015,1051878,157781.7,5/25/2015
"Litware, Inc.",226851,7,1441,2276,5/21/2015,448406.9,67261.04,5/25/2015
"Fabrikam, Inc.",227340,4,1442,1748,5/22/2015,1056732,158509.8,5/25/2015
"Litware, Inc.",227344,7,1443,4221,5/22/2015,449240.3,67386.05,5/25/2015
"Fabrikam, Inc.",227805,4,1444,1594,5/25/2015,1056216,158432.4,5/25/2015
"Litware, Inc.",227809,7,1445,3630,5/25/2015,449986,67497.9,5/25/2015
"Fabrikam, Inc.",227814,4,1446,8078,5/25/2015,3780,567,5/25/2015
"Litware, Inc.",227816,7,1447,178,5/25/2015,76.8,11.52,5/25/2015
"Fabrikam, Inc.",228134,4,1448,5475,5/26/2015,1061040,159156,6/1/2015
"Litware, Inc.",228138,7,1449,4801,5/26/2015,448615.3,67292.3,6/1/2015
"Fabrikam, Inc.",228611,4,1450,5587,5/27/2015,1063152,159472.8,6/1/2015
"Litware, Inc.",228615,7,1451,5426,5/27/2015,449953.2,67492.98,6/1/2015
"Fabrikam, Inc.",229043,4,1452,303,5/28/2015,1064010,159601.5,6/1/2015
"Litware, Inc.",229047,7,1453,777,5/28/2015,453528.8,68029.32,6/1/2015
"Fabrikam, Inc.",229355,4,1454,5072,5/29/2015,1065636,159845.4,6/1/2015
"Litware, Inc.",229359,7,1455,9263,5/29/2015,453689.5,68053.43,6/1/2015
"Fabrikam, Inc.",230079,4,1456,7018,6/1/2015,1069614,160442.1,6/1/2015
"Litware, Inc.",230083,7,1457,3469,6/1/2015,454912,68236.8,6/1/2015
"Fabrikam, Inc.",230088,4,1458,2972,6/1/2015,2970,445.5,6/1/2015
"Litware, Inc.",230090,7,1459,8024,6/1/2015,285,42.75,6/1/2015
"Fabrikam, Inc.",230490,4,1460,6308,6/2/2015,1077528,161629.2,6/8/2015
"Litware, Inc.",230494,7,1461,7338,6/2/2015,454928.5,68239.28,6/8/2015
"Fabrikam, Inc.",230829,4,1462,3181,6/3/2015,1079424,161913.6,6/8/2015
"Litware, Inc.",230833,7,1463,681,6/3/2015,456979.2,68546.88,6/8/2015
"Fabrikam, Inc.",231246,4,1464,1660,6/4/2015,1080984,162147.6,6/8/2015
"Litware, Inc.",231250,7,1465,8031,6/4/2015,459030.2,68854.53,6/8/2015
"Fabrikam, Inc.",231654,4,1466,4276,6/5/2015,1086468,162970.2,6/8/2015
"Litware, Inc.",231658,7,1467,5576,6/5/2015,466592.4,69988.86,6/8/2015
"Fabrikam, Inc.",232369,4,1468,1097,6/8/2015,1088742,163311.3,6/8/2015
"Litware, Inc.",232373,7,1469,4308,6/8/2015,470741.8,70611.27,6/8/2015
"Fabrikam, Inc.",232377,4,1470,7849,6/8/2015,2208,331.2,6/8/2015
"Litware, Inc.",232380,7,1471,7854,6/8/2015,2317.5,347.63,6/8/2015
"Fabrikam, Inc.",232721,4,1472,6558,6/9/2015,1093530,164029.5,6/15/2015
"Litware, Inc.",232725,7,1473,911,6/9/2015,473106.4,70965.96,6/15/2015
"Fabrikam, Inc.",233194,4,1474,793,6/10/2015,1096272,164440.8,6/15/2015
"Litware, Inc.",233198,7,1475,4027,6/10/2015,474444.7,71166.71,6/15/2015
"Fabrikam, Inc.",233692,4,1476,4296,6/11/2015,1099380,164907,6/15/2015
"Litware, Inc.",233696,7,1477,9591,6/11/2015,476071.5,71410.73,6/15/2015
"Fabrikam, Inc.",234020,4,1478,694,6/12/2015,1098540,164781,6/15/2015
"Litware, Inc.",234024,7,1479,5556,6/12/2015,475799.2,71369.88,6/15/2015
"Fabrikam, Inc.",234531,4,1480,873,6/15/2015,1100826,165123.9,6/15/2015
"Litware, Inc.",234535,7,1481,5902,6/15/2015,475714.9,71357.24,6/15/2015
"Fabrikam, Inc.",234537,4,1482,859,6/15/2015,672,100.8,6/15/2015
"Litware, Inc.",234539,7,1483,549,6/15/2015,153.6,23.04,6/15/2015
"Fabrikam, Inc.",234833,4,1484,2208,6/16/2015,1102590,165388.5,6/22/2015
"Litware, Inc.",234837,7,1485,2167,6/16/2015,475704.2,71355.63,6/22/2015
"Fabrikam, Inc.",235129,4,1486,95,6/17/2015,1104534,165680.1,6/22/2015
"Litware, Inc.",235133,7,1487,5884,6/17/2015,476248.5,71437.28,6/22/2015
"Fabrikam, Inc.",235498,4,1488,7053,6/18/2015,1105674,165851.1,6/22/2015
"Litware, Inc.",235502,7,1489,5683,6/18/2015,478005.2,71700.78,6/22/2015
"Fabrikam, Inc.",235796,4,1490,36,6/19/2015,1105182,165777.3,6/22/2015
"Litware, Inc.",235800,7,1491,4899,6/19/2015,478286.7,71743.01,6/22/2015
"Fabrikam, Inc.",236347,4,1492,11,6/22/2015,1106982,166047.3,6/22/2015
"Litware, Inc.",236351,7,1493,8324,6/22/2015,479229.9,71884.49,6/22/2015
"Fabrikam, Inc.",236353,4,1494,9673,6/22/2015,252,37.8,6/22/2015
"Litware, Inc.",236356,7,1495,8923,6/22/2015,743.8,111.57,6/22/2015
"Fabrikam, Inc.",236592,4,1496,4157,6/23/2015,1106538,165980.7,6/29/2015
"Litware, Inc.",236596,7,1497,7633,6/23/2015,481087.2,72163.08,6/29/2015
"Fabrikam, Inc.",236840,4,1498,59,6/24/2015,1107678,166151.7,6/29/2015
"Litware, Inc.",236844,7,1499,2525,6/24/2015,483193,72478.95,6/29/2015
"Fabrikam, Inc.",237165,4,1500,1662,6/25/2015,1110852,166627.8,6/29/2015
"Litware, Inc.",237169,7,1501,6292,6/25/2015,484503.7,72675.56,6/29/2015
"Fabrikam, Inc.",237553,4,1502,8560,6/26/2015,1115046,167256.9,6/29/2015
"Litware, Inc.",237557,7,1503,365,6/26/2015,485026.7,72754.01,6/29/2015
"Fabrikam, Inc.",238331,4,1504,6258,6/29/2015,1118436,167765.4,6/29/2015
"Litware, Inc.",238335,7,1505,1606,6/29/2015,487867.4,73180.11,6/29/2015
"Fabrikam, Inc.",238725,4,1506,9525,6/30/2015,1119030,167854.5,7/6/2015
"Litware, Inc.",238729,7,1507,9354,6/30/2015,488210.8,73231.62,7/6/2015
"Fabrikam, Inc.",239034,4,1508,7864,7/1/2015,1118730,167809.5,7/6/2015
"Litware, Inc.",239038,7,1509,2816,7/1/2015,489883.5,73482.53,7/6/2015
"Fabrikam, Inc.",239350,4,1510,4471,7/2/2015,1118178,167726.7,7/6/2015
"Litware, Inc.",239354,7,1511,3758,7/2/2015,490027.6,73504.14,7/6/2015
"Fabrikam, Inc.",239865,4,1512,6366,7/3/2015,1119714,167957.1,7/6/2015
"Litware, Inc.",239869,7,1513,1153,7/3/2015,490137.3,73520.6,7/6/2015
"Fabrikam, Inc.",240304,4,1514,4858,7/6/2015,1121304,168195.6,7/6/2015
"Litware, Inc.",240308,7,1515,5820,7/6/2015,490159.1,73523.87,7/6/2015
"Fabrikam, Inc.",240310,4,1516,1500,7/6/2015,840,126,7/6/2015
"Litware, Inc.",240312,7,1517,1000,7/6/2015,285,42.75,7/6/2015
"Fabrikam, Inc.",240785,4,1518,635,7/7/2015,1125630,168844.5,7/13/2015
"Litware, Inc.",240789,7,1519,8792,7/7/2015,492193.1,73828.97,7/13/2015
"Fabrikam, Inc.",241301,4,1520,1292,7/8/2015,1129206,169380.9,7/13/2015
"Litware, Inc.",241305,7,1521,1357,7/8/2015,494790.6,74218.59,7/13/2015
"Fabrikam, Inc.",241591,4,1522,5299,7/9/2015,1130754,169613.1,7/13/2015
"Litware, Inc.",241595,7,1523,3621,7/9/2015,494231.3,74134.7,7/13/2015
"Fabrikam, Inc.",242092,4,1524,3665,7/10/2015,1133106,169965.9,7/13/2015
"Litware, Inc.",242096,7,1525,9021,7/10/2015,494182,74127.3,7/13/2015
"Fabrikam, Inc.",242706,4,1526,5680,7/13/2015,1134714,170207.1,7/13/2015
"Litware, Inc.",242710,7,1527,8509,7/13/2015,493891.5,74083.73,7/13/2015
"Fabrikam, Inc.",242714,4,1528,805,7/13/2015,1656,248.4,7/13/2015
"Litware, Inc.",242716,7,1529,1315,7/13/2015,307.2,46.08,7/13/2015
"Fabrikam, Inc.",243032,4,1530,8633,7/14/2015,1136964,170544.6,7/20/2015
"Litware, Inc.",243036,7,1531,6237,7/14/2015,494500.3,74175.05,7/20/2015
"Fabrikam, Inc.",243487,4,1532,2507,7/15/2015,1140096,171014.4,7/20/2015
"Litware, Inc.",243491,7,1533,6923,7/15/2015,497819.7,74672.96,7/20/2015
"Fabrikam, Inc.",243935,4,1534,9041,7/16/2015,1141308,171196.2,7/20/2015
"Litware, Inc.",243939,7,1535,5569,7/16/2015,499008,74851.2,7/20/2015
"Fabrikam, Inc.",244377,4,1536,6371,7/17/2015,1144752,171712.8,7/20/2015
"Litware, Inc.",244381,7,1537,2395,7/17/2015,501605.5,75240.83,7/20/2015
"Fabrikam, Inc.",244875,4,1538,5143,7/20/2015,1144404,171660.6,7/20/2015
"Litware, Inc.",244879,7,1539,6612,7/20/2015,502406.2,75360.93,7/20/2015
"Fabrikam, Inc.",244881,4,1540,8304,7/20/2015,84,12.6,7/20/2015
"Litware, Inc.",244884,7,1541,5006,7/20/2015,1875.6,281.34,7/20/2015
"Fabrikam, Inc.",245267,4,1542,2170,7/21/2015,1144986,171747.9,7/27/2015
"Litware, Inc.",245271,7,1543,9104,7/21/2015,507023.6,76053.54,7/27/2015
"Fabrikam, Inc.",245579,4,1544,9215,7/22/2015,1147986,172197.9,7/27/2015
"Litware, Inc.",245583,7,1545,4292,7/22/2015,508926.7,76339.01,7/27/2015
"Fabrikam, Inc.",246026,4,1546,3517,7/23/2015,1150080,172512,7/27/2015
"Litware, Inc.",246030,7,1547,7940,7/23/2015,513207.5,76981.13,7/27/2015
"Fabrikam, Inc.",246548,4,1548,6098,7/24/2015,1156194,173429.1,7/27/2015
"Litware, Inc.",246552,7,1549,3629,7/24/2015,513647.7,77047.16,7/27/2015
"Fabrikam, Inc.",247206,4,1550,5833,7/27/2015,1159374,173906.1,7/27/2015
"Litware, Inc.",247210,7,1551,8533,7/27/2015,515713.1,77356.97,7/27/2015
"Fabrikam, Inc.",247214,4,1552,5988,7/27/2015,1764,264.6,7/27/2015
"Litware, Inc.",247218,7,1553,613,7/27/2015,912,136.8,7/27/2015
"Fabrikam, Inc.",247552,4,1554,6906,7/28/2015,1162056,174308.4,8/3/2015
"Litware, Inc.",247556,7,1555,1934,7/28/2015,516296.2,77444.43,8/3/2015
"Fabrikam, Inc.",247916,4,1556,4848,7/29/2015,1163460,174519,8/3/2015
"Litware, Inc.",247920,7,1557,880,7/29/2015,515736.9,77360.54,8/3/2015
"Fabrikam, Inc.",248334,4,1558,8358,7/30/2015,1166622,174993.3,8/3/2015
"Litware, Inc.",248338,7,1559,1612,7/30/2015,516206.8,77431.02,8/3/2015
"Fabrikam, Inc.",248846,4,1560,6135,7/31/2015,1171782,175767.3,8/3/2015
"Litware, Inc.",248850,7,1561,5129,7/31/2015,518502.5,77775.38,8/3/2015
"Fabrikam, Inc.",249400,4,1562,6637,8/3/2015,1172082,175812.3,8/3/2015
"Litware, Inc.",249404,7,1563,5890,8/3/2015,518738.2,77810.73,8/3/2015
"Fabrikam, Inc.",249408,4,1564,9871,8/3/2015,1812,271.8,8/3/2015
"Fabrikam, Inc.",249759,4,1565,8857,8/4/2015,1177308,176596.2,8/10/2015
"Litware, Inc.",249763,7,1566,6384,8/4/2015,518908.4,77836.26,8/10/2015
"Fabrikam, Inc.",250137,4,1567,7321,8/5/2015,1180782,177117.3,8/10/2015
"Litware, Inc.",250141,7,1568,4902,8/5/2015,519489.9,77923.49,8/10/2015
"Fabrikam, Inc.",250377,4,1569,2548,8/6/2015,1181682,177252.3,8/10/2015
"Litware, Inc.",250381,7,1570,4217,8/6/2015,520654.4,78098.16,8/10/2015
"Fabrikam, Inc.",250762,4,1571,2834,8/7/2015,1181598,177239.7,8/10/2015
"Litware, Inc.",250766,7,1572,9046,8/7/2015,523571.9,78535.79,8/10/2015
